Dwelling ID,Technology,Capacity kW,Flat,Time-of-use,HP Heat Proportion (Flat),HP Heat Proportion (Time-of-use),R(K/W),C(J/K),g(m^2),HTC (1/R),Thermal Constant (R*C),Peak Demand Reduction (Flat -> Time-of-use) [kWh]
EOH3183,HHP,4.0,2.048,0.0,1.0,1.0,0.0123922475588486,24106926.77936399,2.8696697319215936,80.69561193408833,298739.00453291537,2.048
EOH3186,HHP,4.0,3.429,0.0,0.5276148630056429,0.4505915547030577,0.0026720723374509,97164779.63539574,1.3659011149169733,374.2413653943137,259631.31983825346,3.429
EOH3188,HHP,4.0,3.231,0.0,0.9204632066891262,0.8374678640467088,0.0053839161265057,18842674.89530057,5.504478896055309,185.73840611611195,101447.38123531285,3.231
EOH3196,HHP,4.0,3.384,0.0,0.9195739433927844,0.8754953133615144,0.0050048796249437,27786996.47416517,7.022168726264721,199.80500530244998,139070.5724919317,3.384
EOH3204,HHP,4.0,3.429,0.0,0.7990750149669225,0.6847407807404913,0.0039243790717049,56512513.19744103,5.058273719997405,254.8173817381922,221776.52408148453,3.429
EOH0003,mHP,7.0,1.994,0.0,1.0,1.0,0.0075481727942352,40919537.22155187,13.439899501960063,132.48239372099889,308867.73760841246,1.994
EOH0014,mHP,7.0,3.767,0.0,1.0,1.0,0.0064394423116764,18186501.93069228,0.249881312705493,155.29295109713732,117110.93003388442,3.767
EOH0018,mHP,7.0,4.174,0.0,1.0,1.0,0.0052119465925656,22677365.053361323,2.2881064157932443,191.86689315397345,118193.21551823277,4.174
EOH0021,mHP,7.0,4.668,0.0,1.0,1.0,0.0042683053906745,91300424.44482107,1.0000955961084074e-06,234.28501676211476,389698.09382869967,4.668
EOH0025,mHP,7.0,2.667,0.0,1.0,1.0,0.0170657734162636,34220796.79393737,1.0006152239505531e-06,58.59681689240084,584004.364209335,2.667
EOH0026,mHP,7.0,4.245,0.0,1.0,1.0,0.005071009913081,47646063.00480843,1.0021775626582872e-06,197.19937786365492,241613.65781666548,4.245
EOH0027,mHP,7.0,3.894,0.0,1.0,1.0,0.0060103734684145,41120466.0694096,1.000011903023971e-06,166.37901209553186,247149.35827241815,3.894
EOH0031,mHP,7.0,4.294,0.0,1.0,1.0,0.004958209368028,148959168.64413187,0.5205477658157518,201.68571469536877,738570.7454249974,4.294
EOH0033,mHP,7.0,4.922,0.0,1.0,1.0,0.003825953570726,32421906.394511152,11.223350691121654,261.37274839178025,124044.70853982407,4.922
EOH0038,mHP,7.0,3.862,0.0,1.0,1.0,0.0059343200145918,238594435.08726072,11.944598680748246,168.51130332390514,1415895.7315085554,3.862
EOH0043,mHP,7.0,4.542,0.0,1.0,1.0,0.0044799323553269,32975228.13416697,1.000742514932405e-06,223.21765613512935,147726.79144254047,4.542
EOH0047,mHP,7.0,5.432,0.689,1.0,1.0,0.0032829212592816,68140307.7053986,7.556107679045704,304.6067575251042,223699.2647800429,4.743
EOH0048,mHP,7.0,3.918,0.0,1.0,1.0,0.0058442802526198,38649540.01070935,6.220221708964809,171.10746863169894,225878.74345742754,3.918
EOH0063,mHP,7.0,3.165,0.0,1.0,1.0,0.0097699708942495,33475641.67061139,1.0041739498291418e-06,102.35445026643725,327056.044788199,3.165
EOH0065,mHP,7.0,3.425,0.0,1.0,1.0,0.0079883755677829,37025688.30917975,1.001100273409355e-06,125.18189605819207,295775.1038693965,3.425
EOH0066,mHP,7.0,3.926,0.0,1.0,1.0,0.0058353980123242,54005412.040207945,5.301471678317495,171.36791661648914,315143.0740741789,3.926
EOH0067,mHP,7.0,3.127,0.0,1.0,1.0,0.0101039145446718,21538954.213134307,1.0000555502838396e-06,98.97154173056029,217627.75275110765,3.127
EOH0069,mHP,7.0,4.309,0.0,1.0,1.0,0.004919876763262,100691010.893368,1.1989577171652064,203.25712372863896,495387.36476364214,4.309
EOH0073,mHP,7.0,4.614,0.0,1.0,1.0,0.0043124210396602,42654702.60589152,5.4860240113550285,231.88830376330685,183945.03695809533,4.614
EOH0075,mHP,7.0,3.138,0.0,1.0,1.0,0.0100040915750112,24035870.17020053,1.0001001299660414e-06,99.95910098402717,240457.04626776613,3.138
EOH0079,mHP,7.0,4.082,0.0,1.0,1.0,0.0054680875306251,47013294.59744448,0.1581316965202175,182.87929635348797,257072.80996189057,4.082
EOH0082,mHP,7.0,4.926,0.615,1.0,1.0,0.0038392970637075,15071675.466388129,8.215712287993622,260.4643463130015,57864.639363256305,4.311
EOH0094,mHP,7.0,5.039,0.365,1.0,1.0,0.0037253953221537,47484135.71848264,3.5797227372287246,268.42788845879767,176897.17708214666,4.6739999999999995
EOH0102,mHP,7.0,4.107,0.0,1.0,1.0,0.0054044947441644,43664636.34911576,1.0007008018594884e-06,185.03117263269945,235985.29765464595,4.107
EOH0105,mHP,7.0,4.23,0.0,1.0,1.0,0.0050896626655237,52562942.79052511,1.5241652178734464,196.47667551207053,267527.6475109938,4.23
EOH0107,mHP,7.0,3.764,0.0,1.0,1.0,0.0064538597744434,44071428.9084319,1.000259393546631e-06,154.94603771217558,284430.8222343707,3.764
EOH0121,mHP,7.0,3.726,0.0,1.0,1.0,0.0064238801270344,38605643.711444914,9.729621935203458,155.66915637039642,247998.02742932155,3.726
EOH0126,mHP,7.0,3.676,0.0,1.0,1.0,0.006663243550914,20650169.81163496,6.776990288555568,150.07705967206158,137597.11082265564,3.676
EOH0132,mHP,7.0,4.028,0.0,1.0,1.0,0.0055929556296863,50543489.63949615,1.56615434898233,178.79634064897604,282687.49492321117,4.028
EOH0144,mHP,7.0,2.971,0.0,1.0,1.0,0.0116095776999444,14076799.141877752,1.988119870834928,86.13577735948044,163425.69340414042,2.971
EOH0159,mHP,7.0,3.927,0.0,1.0,1.0,0.0058044981665213,69993423.80450253,7.279598599863007,172.28018190577035,406276.7001417833,3.927
EOH0166,mHP,7.0,3.799,0.0,1.0,1.0,0.0063287761277723,71002036.44126587,1.0011933383108524e-06,158.00843319638727,449355.99325270235,3.799
EOH0174,mHP,7.0,4.518,0.0,1.0,1.0,0.0044776073830866,67184395.80382225,5.150489175833156,223.33356063716747,300825.34667940694,4.518
EOH0177,mHP,7.0,4.264,0.0,1.0,1.0,0.0050286196639995,168942384.15255257,1.0063663080067017e-06,198.8617288277182,849546.9950324834,4.264
EOH0184,mHP,7.0,0.214,0.0,1.0,1.0,0.0101167598484148,73551700.94144517,12.89618320988265,98.8458770380608,744104.8948670255,0.214
EOH0185,mHP,7.0,3.355,0.0,1.0,1.0,0.0084029985702487,27205725.61055793,1.0010798170641676e-06,119.00513746849339,228609.67340809674,3.355
EOH0200,mHP,7.0,3.556,0.0,1.0,1.0,0.0072432079011423,39407554.303105205,3.255967467273289,138.06037513327396,285437.10869294585,3.556
EOH0201,mHP,7.0,3.521,0.0,1.0,1.0,0.0074048308952958,17798594.142502557,3.5426866978316816,135.04697327190658,131795.5797992338,3.521
EOH0204,mHP,7.0,4.262,0.0,1.0,1.0,0.0049123032878493,46237590.11008706,11.652490241576867,203.57049257799778,227133.06592000893,4.262
EOH0218,mHP,7.0,3.998,0.0,1.0,1.0,0.0056980343188189,55416863.05225457,1.0072161501738114e-06,175.49911847622602,315767.1875130337,3.998
EOH0222,mHP,7.0,3.564,0.0,1.0,1.0,0.0072157345643695,15174554.530549608,3.016396618165248,138.586029056264,109495.5576249966,3.564
EOH0226,mHP,7.0,3.661,0.0,1.0,1.0,0.0067883647607448,35985950.76324489,3.415279530230162,147.31088196419822,244285.76004310907,3.661
EOH0227,mHP,7.0,4.628,0.0,1.0,1.0,0.0043122825017492,25981134.667334024,2.541394983660319,231.89575348886999,112037.99240153404,4.628
EOH0231,mHP,7.0,3.912,0.0,1.0,1.0,0.0058650746399756,163921009.81183007,6.192789359276109,170.50081395113503,961408.957606556,3.912
EOH0233,mHP,7.0,4.423,0.0,1.0,1.0,0.004700065252843,28143780.873904563,1.0003648643308915e-06,212.76300353385835,132277.60656906624,4.423
EOH0238,mHP,7.0,0.0,0.0,1.0,1.0,0.0050514464515221,122949765.70188834,29.99999999278397,197.9631001925558,621074.1576702775,0.0
EOH0240,mHP,7.0,4.499,0.0,1.0,1.0,0.0045567237724542,61829606.67755748,1.005627532341684e-06,219.45591831681543,281740.4385891191,4.499
EOH0244,mHP,7.0,4.286,0.0,1.0,1.0,0.0049703937528088,46212493.250532046,1.0491066118562815,201.19130389516806,229694.2877541633,4.286
EOH0245,mHP,7.0,3.517,0.0,1.0,1.0,0.0073857748709736,21826327.196307626,5.22794773573167,135.39540772222034,161204.33893213654,3.517
EOH0248,mHP,7.0,3.907,0.0,1.0,1.0,0.0059492759387812,56037794.3018795,1.37634343720707,168.08768164229164,333384.301302542,3.907
EOH0254,mHP,7.0,3.042,0.0,1.0,1.0,0.0107788661919266,23944697.865200445,2.946203484920602,92.77413618410095,258096.6942951061,3.042
EOH0256,mHP,7.0,3.1,0.0,1.0,1.0,0.0101243492249586,100278546.3320949,5.154624777910998,98.77178056390969,1015255.02283732,3.1
EOH0258,mHP,7.0,3.721,0.0,1.0,1.0,0.0065166540093639,20784709.67758609,5.57605122857841,153.45298347327963,135446.76165390603,3.721
EOH0276,mHP,7.0,3.604,0.0,1.0,1.0,0.0070333896200084,39443740.19648615,3.1413623808895834,142.1789569506041,277423.1928722738,3.604
EOH0277,mHP,9.0,7.543,0.927,1.0,1.0,0.0022550285340648,176450895.73973802,16.255011194876108,443.4533687240981,397901.80475440226,6.616
EOH0279,mHP,7.0,4.415,0.0,1.0,1.0,0.0046586711440233,46364824.663355365,6.066492898103431,214.6534857440881,215998.47075687346,4.415
EOH0283,mHP,7.0,4.773,0.0,1.0,1.0,0.0041055570429433,171917743.6885799,1.0017151441655354e-06,243.5723068855703,705818.1034075703,4.773
EOH0286,mHP,7.0,4.352,0.0,1.0,1.0,0.0048405565469052,26881694.49544656,1.000028377899376e-06,206.58781491548692,130122.36228183932,4.352
EOH0290,mHP,7.0,4.224,0.0,1.0,1.0,0.0050404191951438,26932753.936245088,7.21450854371059,198.39619707889605,135752.36991833447,4.224
EOH0295,mHP,7.0,3.097,0.0,1.0,1.0,0.0101566822150147,13039035.064543366,4.961109817036505,98.45734845594484,132433.33554100068,3.097
EOH0310,mHP,7.0,3.5,0.0,1.0,1.0,0.0075922060766859,67961458.40523162,1.001778673986953e-06,131.7140222353545,515977.3974846355,3.5
EOH0311,mHP,7.0,4.32,0.0,1.0,1.0,0.004907054041422,24218450.45538129,1.0005968192193095e-06,203.78825901624128,118841.24518405722,4.32
EOH0315,mHP,7.0,3.058,0.0,1.0,1.0,0.0107078876449519,17917374.467504706,1.0609063787725233,93.38910092799092,191857.23269057026,3.058
EOH0322,mHP,7.0,3.722,0.0,1.0,1.0,0.0065618390581445,28775548.39962674,2.7600315071568167,152.39630096669444,188820.5174081982,3.722
EOH0324,mHP,7.0,3.38,0.0,1.0,1.0,0.0082516235378234,69132089.03844078,1.0008075082289976e-06,121.18827227348018,570451.973128501,3.38
EOH0332,mHP,7.0,2.804,0.0,1.0,1.0,0.0139831466501654,9812892.272047274,2.112624955996687,71.51466154352114,137215.11170231178,2.804
EOH0335,mHP,7.0,4.116,0.0,1.0,1.0,0.0052572321670443,79664541.80345312,10.519022665451748,190.2141598898068,418814.99174195906,4.116
EOH0351,mHP,7.0,5.632,2.104,1.0,1.0,0.0031090567917091,117127576.46757036,6.339490537994123,321.6409564041072,364156.2871129266,3.5279999999999996
EOH0354,mHP,7.0,3.459,0.0,1.0,1.0,0.007640619304962,38587258.80883751,6.596331680846816,130.87944315594632,294830.55458036886,3.459
EOH0355,mHP,7.0,4.322,0.0,1.0,1.0,0.0049025203499644,21679451.73125,1.0023329785760871e-06,203.9767157738084,106283.95328852406,4.322
EOH0358,mHP,7.0,3.364,0.0,1.0,1.0,0.0083493041632988,101579891.15713304,1.0000446380706704e-06,119.77045996188755,848121.4081456899,3.364
EOH0368,mHP,7.0,3.245,0.0,1.0,1.0,0.0091423250816485,87885347.70163918,1.0009400630423872e-06,109.38136536047182,803476.4186020952,3.245
EOH0379,mHP,7.0,4.309,0.0,1.0,1.0,0.0048976822288653,31467155.48416053,3.2857826788623425,204.17821191140874,154116.12820771433,4.309
EOH0380,mHP,7.0,4.789,0.0,1.0,1.0,0.0040246095261943,26762095.63697207,8.346272967102234,248.47130969885848,107706.9850414807,4.789
EOH0388,mHP,7.0,3.46,0.0,1.0,1.0,0.0078007506685393,89090725.47492751,1.0024285991886404e-06,128.19279098780007,694974.5363091921,3.46
EOH0391,mHP,7.0,3.403,0.0,1.0,1.0,0.0080941678699504,12627092.325552236,0.848268931832301,123.54574504347758,102205.80499238218,3.403
EOH0443,mHP,7.0,2.659,0.0,1.0,1.0,0.0152468781854895,16473912.108737623,2.802954276758614,65.58719679099312,251175.731160383,2.659
EOH0450,mHP,7.0,3.757,0.0,1.0,1.0,0.0064795720935506,38316895.8807864,1.0034955216918148e-06,154.33117890536994,248277.08926062746,3.757
EOH0464,mHP,7.0,4.052,0.0,1.0,1.0,0.0054767288062195,69225133.77716263,5.676991606165262,182.59074629811445,379127.28427178506,4.052
EOH0465,mHP,7.0,4.539,0.0,1.0,1.0,0.0044843223698451,31124117.03088508,1.0016682384895995e-06,222.99913287334485,139570.5742432748,4.539
EOH0467,mHP,7.0,2.71,0.0,1.0,1.0,0.0160478242846072,9229476.35218578,1.0001606759990656e-06,62.31374311340029,148113.01473881485,2.71
EOH0470,mHP,7.0,3.939,0.0,1.0,1.0,0.0043761087913676,207138033.4157861,22.150104701938023,228.51351455718378,906458.5690574172,3.939
EOH0487,mHP,7.0,0.0,0.0,1.0,1.0,0.0050005222037632,117180363.84583926,29.99999999850069,199.97911403081832,585963.0112561698,0.0
EOH0490,mHP,8.5,6.799,0.0,1.0,1.0,0.0025294287997537,62505143.39394148,27.453691592055176,395.34617463728324,158102.3098333703,6.799
EOH0494,mHP,7.0,1.671,0.0,1.0,1.0,0.0162675063116833,62675028.92636734,4.607384163578934,61.47223679156044,1019566.4286446143,1.671
EOH0495,mHP,7.0,5.678,1.233,1.0,1.0,0.0030598056230848,104601839.98598003,9.09906241391165,326.81814571993345,320061.29817411816,4.445
EOH0505,mHP,7.0,4.072,0.0,1.0,1.0,0.0053555710489565,42194035.049765125,11.351424606736671,186.7214515238004,225973.15255117795,4.072
EOH0516,mHP,7.0,4.342,0.0,1.0,1.0,0.0048609312762617,68312155.26845944,1.003564264087118e-06,205.7218963130559,332060.69209329993,4.342
EOH0517,mHP,7.0,3.037,0.0,1.0,1.0,0.010798580875338,80888438.53086482,3.727746864839069,92.604760898149,873480.3453553503,3.037
EOH0524,mHP,7.0,3.2,0.0,1.0,1.0,0.0094576873653407,28691497.976681665,0.7811219738715838,105.73409348089362,271355.2179067604,3.2
EOH0525,mHP,7.0,3.857,0.0,1.0,1.0,0.0061043645498422,24113760.146825843,1.8208901273752416,163.81721501640175,147199.1826036813,3.857
EOH0530,mHP,7.0,4.988,0.0,1.0,1.0,0.0037258772917614,73375299.99904533,14.155743557299724,268.39316533885426,273387.36404262326,4.988
EOH0534,mHP,7.0,5.88,0.0,1.0,1.0,0.0028759457477216,194929896.58451605,16.639920792914445,347.7117051989685,560607.8071860501,5.88
EOH0539,mHP,7.0,3.384,0.0,1.0,1.0,0.0080320701220029,69272814.15347712,6.989622243373481,124.50090509800445,556404.1008292031,3.384
EOH0546,mHP,7.0,4.131,0.0,1.0,1.0,0.0051962875435327,122249108.60842398,12.678438051053098,192.44508538496876,635241.5202699297,4.131
EOH0559,mHP,7.0,2.699,0.0,1.0,1.0,0.0162385607334871,15682760.460007029,0.5320976733916729,61.58181235469986,254665.45819855423,2.699
EOH0565,mHP,7.0,4.837,0.0,1.0,1.0,0.0039929215522858,81609442.8399781,3.045903514613705,250.44318725158445,325860.10318578465,4.837
EOH0567,mHP,7.0,4.288,0.0,1.0,1.0,0.004946027349057,94753235.0963078,2.866226059913584,202.18246471901497,468652.09219796595,4.288
EOH0570,mHP,7.0,3.276,0.0,1.0,1.0,0.0089266672822394,32169475.677869845,1.0001987725106831e-06,112.02389070662593,287166.2060204369,3.276
EOH0571,mHP,7.0,4.342,0.0,1.0,1.0,0.0046397316275653,204031406.3595179,19.5083455925175,215.52970737765497,946650.9691028831,4.342
EOH0575,mHP,7.0,3.98,0.0,1.0,1.0,0.0057043700916753,52373660.7811647,3.3071033080203245,175.30419378983754,298758.7441516235,3.98
EOH0576,mHP,7.0,2.139,0.0,1.0,1.0,0.0166310846798986,24166372.08646543,3.3222989653454262,60.12836921025749,401912.98057594436,2.139
EOH0577,mHP,7.0,3.913,0.0,1.0,1.0,0.0058114489836193,30885297.340018656,9.635982154329698,172.07412519987608,179488.3298354313,3.913
EOH0578,mHP,7.0,3.47,0.0,1.0,1.0,0.0077433469705816,38038058.05197397,1.0016138762019185e-06,129.1431216758314,294541.8815835597,3.47
EOH0582,mHP,7.0,3.652,0.0,1.0,1.0,0.0068300439576336,24779531.710060906,3.2445640980674533,146.41194203184443,169245.29082929168,3.652
EOH0603,mHP,7.0,4.615,0.0,1.0,1.0,0.0043535895997091,85407234.7627014,1.0016777262797616e-06,229.69551380470463,371828.0490028103,4.615
EOH0616,mHP,10.0,7.944,6.23,1.0,1.0,0.002238260648859,136395203.82131934,1.0045752168179267e-06,446.77549083024394,305288.0174063618,1.7139999999999995
EOH0618,mHP,7.0,4.6,0.0,1.0,1.0,0.0043796355766706,56963795.62525564,1.003366257359371e-06,228.32949967956014,249480.66590256267,4.6
EOH0630,mHP,7.0,3.482,0.0,1.0,1.0,0.0076816953431791,35994913.07533688,1.0009310029569677e-06,130.17959647253414,276501.95614895184,3.482
EOH0643,mHP,7.0,3.79,0.0,1.0,1.0,0.0063084928120257,18315061.07152043,3.18060468844347,158.51646816395328,115540.43112149835,3.79
EOH0645,mHP,7.0,3.853,0.0,1.0,1.0,0.0059926458641268,68410730.56762114,9.932297155193083,166.87119891168672,409961.2815979477,3.853
EOH0648,mHP,7.0,5.131,0.0,1.0,1.0,0.0035804416671317,73943949.33759406,10.282706694629026,279.29515209812155,264751.99724059727,5.131
EOH0651,mHP,7.0,2.532,0.0,1.0,1.0,0.0037976731230041,53631532.48872591,29.999999895561512,263.31913453598213,203675.02947795557,2.532
EOH0652,mHP,7.0,4.477,0.0,1.0,1.0,0.004565720599784,112771038.5955604,3.506045798378614,219.02347683020926,514881.05397478666,4.477
EOH0653,mHP,7.0,2.741,0.0,1.0,1.0,0.0153606904307347,27228835.03336125,1.0001566774609802e-06,65.10124037127478,418253.70573700586,2.741
EOH0655,mHP,7.0,4.014,0.0,1.0,1.0,0.0054860440321134,139945643.4747731,12.838542053577743,182.28070976943434,767747.9622050487,4.014
EOH0663,mHP,7.0,3.484,0.0,1.0,1.0,0.0076700209637859,16932493.464265894,1.0000216751563273e-06,130.37774012894002,129872.57984008714,3.484
EOH0667,mHP,17.0,13.115,0.0,1.0,1.0,0.0013553343948209,77914590.3912302,29.9999999973202,737.8252952343503,105600.32421561629,13.115
EOH0668,mHP,7.0,4.603,0.0,1.0,1.0,0.0043743485794485,52931126.20542581,1.0011290813155922e-06,228.6054670398663,231539.19672531364,4.603
EOH0669,mHP,7.0,4.268,0.0,1.0,1.0,0.0050171690334775,28192342.590722032,0.2895276339022765,199.31558879667244,141445.74822735944,4.268
EOH0683,mHP,7.5,6.046,1.704,1.0,1.0,0.0028853776753854,50425877.50689952,8.895736468565667,346.57508045855036,145497.70122012668,4.3420000000000005
EOH0687,mHP,7.0,3.911,0.0,1.0,1.0,0.0059568052415552,27185522.03799993,1.0007018695150097e-06,167.87522160770197,161938.8601703724,3.911
EOH0690,mHP,7.0,4.667,0.0,1.0,1.0,0.0041569519371898,70617531.16329417,15.062291648038116,240.56087612021423,293553.6829688167,4.667
EOH0697,mHP,7.0,3.631,0.0,1.0,1.0,0.0069815541705493,117559946.68480933,1.0021173474182304e-06,143.23458295551995,820751.1360668839,3.631
EOH0699,mHP,7.0,3.686,0.0,1.0,1.0,0.0067011795598252,11627786.186552132,2.783307332946187,149.2274592961489,77919.88311934096,3.686
EOH0702,mHP,7.0,3.591,0.0,1.0,1.0,0.0071197989064387,88357225.65923177,1.6320090187102947,140.45340509486337,629085.6786245558,3.591
EOH0728,mHP,7.0,4.344,0.0,1.0,1.0,0.0034033205642317,101577322.3519494,29.99999999893656,293.8306812792847,345700.1900199817,4.344
EOH0732,mHP,7.0,4.486,0.0,1.0,1.0,0.0044805821203023,55266732.26260284,11.548185341114747,223.1852855611831,247627.13242335257,4.486
EOH0737,mHP,7.0,4.177,0.0,1.0,1.0,0.0051744060579913,39380951.616615705,4.927220035237754,193.2588955703641,203773.03461447856,4.177
EOH0745,mHP,7.0,4.198,0.0,1.0,1.0,0.0051591972693953,15165364.703988686,1.902276857243654,193.82860313019356,78241.1081702023,4.198
EOH0746,mHP,7.0,2.846,0.0,1.0,1.0,0.0131903795168077,19843600.51776418,3.5420575051331147,75.81283000430433,261744.62180923132,2.846
EOH0749,mHP,7.0,4.569,0.0,1.0,1.0,0.0044322210482481,203988700.1069644,1.0005142296170754e-06,225.62051601538795,904123.0102188571,4.569
EOH0764,mHP,7.0,3.742,0.0,1.0,1.0,0.0065286235920648,88977450.81428744,0.4033841334215728,153.17164267449078,580900.2845479423,3.742
EOH0766,mHP,7.0,3.475,0.0,1.0,1.0,0.007721072337142,24730231.834031377,1.0199539955351352e-06,129.51568853843375,190943.90890484813,3.475
EOH0769,mHP,7.0,4.601,0.0,1.0,1.0,0.0043730376134696,36794328.01698725,0.4632511008612851,228.6739992630872,160902.98038062357,4.601
EOH0788,mHP,7.0,3.651,0.0,1.0,1.0,0.0068046088827414,59142876.50974536,4.647488447512791,146.9592179700894,402444.142849091,3.651
EOH0789,mHP,7.5,5.913,4.428,1.0,1.0,0.0030203190678801,123723448.19030294,1.0001770354880926e-06,331.09084753150916,373684.2897130476,1.4850000000000003
EOH0791,mHP,7.0,4.249,0.0,1.0,1.0,0.0050619516339547,127684049.17077102,0.1073969831412292,197.55226290432572,646330.4813299365,4.249
EOH0793,mHP,7.0,3.7,0.0,1.0,1.0,0.0066906256303578,43127849.246370815,0.34877924769285,149.46285373712087,288552.2935499759,3.7
EOH0808,mHP,7.0,3.364,0.0,1.0,1.0,0.0082151886062715,14959720.30672107,4.536721996027406,121.72575067072677,122896.92381678332,3.364
EOH0810,mHP,7.0,4.858,0.0,1.0,1.0,0.0039093742875844,41442735.93478372,11.386320762610552,255.79541032329738,162015.16627059353,4.858
EOH0813,mHP,7.0,1.499,0.0,1.0,1.0,0.0046770776547835,174757328.5807787,25.57386240289412,213.80872284154742,817353.5965148179,1.499
EOH0818,mHP,7.0,3.168,0.0,1.0,1.0,0.0096358787172842,18847554.03027045,2.770916913905096,103.77880724113582,181612.74475314707,3.168
EOH0822,mHP,7.0,3.67,0.0,1.0,1.0,0.0067504735876101,42776656.7306631,3.392596212304283,148.13775463626908,288762.69142660504,3.67
EOH0830,mHP,7.0,4.331,0.0,1.0,1.0,0.0048845075926439,35056034.46025532,1.001206221894964e-06,204.72892733466244,171231.4664891033,4.331
EOH0836,mHP,7.0,3.374,0.0,1.0,1.0,0.0081629030143908,41801310.46119342,4.38998484533483,122.50543688159087,341220.0431691615,3.374
EOH0837,mHP,7.0,4.245,0.0,1.0,1.0,0.0050144402385379,66290287.52399858,5.302315852569045,199.42405381853308,332408.6851845854,4.245
EOH0851,mHP,7.0,3.299,0.0,1.0,1.0,0.0087542961163885,23689828.018735223,0.3813365171795979,114.22962928201021,207387.76942232522,3.299
EOH0857,mHP,7.0,3.716,0.0,1.0,1.0,0.0066356585889462,41163843.5277964,1.0090503524873155e-06,150.70094197821118,273149.21185925964,3.716
EOH0876,mHP,7.0,3.713,0.0,1.0,1.0,0.0065325525096182,106434294.52047956,6.209419327861087,153.0795196100836,695287.6177792014,3.713
EOH0889,mHP,7.0,2.933,0.0,1.0,1.0,0.0121160973662791,21703171.18914486,1.4061350463309898,82.53482699661598,262957.7352847025,2.933
EOH0894,mHP,7.0,4.37,0.0,1.0,1.0,0.0047237140430674,43034539.06792752,8.465355329887554,211.69782736269067,203282.85653210187,4.37
EOH0896,mHP,7.0,4.348,0.0,1.0,1.0,0.0048296051170751,83843993.56495051,2.019244333910485,207.0562656281139,404933.3803572968,4.348
EOH0901,mHP,7.0,3.939,0.0,1.0,1.0,0.0058716774887528,36935148.31765024,1.0004775399034648e-06,170.3090815044764,216871.2789204928,3.939
EOH0904,mHP,7.0,2.81,0.0,1.0,1.0,0.0140511595230814,26010810.406985413,1.0000239319874075e-06,71.16850380620413,365482.04635317787,2.81
EOH0918,mHP,7.0,3.688,0.0,1.0,1.0,0.0067438703880748,37102663.768778674,0.1518401740624,148.28280237536922,250215.55550896225,3.688
EOH0922,mHP,7.0,4.442,0.0,1.0,1.0,0.0046537581447793,36823057.48473119,1.0443616874814077,214.88009666377368,171365.60368524413,4.442
EOH0923,mHP,9.0,7.291,4.069,1.0,1.0,0.0023989604981844,93180511.56380372,5.623572912570257,416.8472139315457,223536.3664421798,3.2220000000000004
EOH0930,mHP,7.0,4.507,0.0,1.0,1.0,0.0045413459374716,42399505.71126524,1.0003089567534456e-06,220.19903653425513,192550.8230126583,4.507
EOH0934,mHP,7.0,5.178,0.0,1.0,1.0,0.0035437561882592,97728592.30254713,7.345274306104192,282.1864560866503,346326.3037420118,5.178
EOH0937,mHP,7.0,4.612,0.0,1.0,1.0,0.0043530687902096,33233098.87665505,0.6595623185632625,229.72299501654558,144665.9655219168,4.612
EOH0943,mHP,7.0,0.0,0.0,1.0,1.0,0.0053044881017357,94943737.24221209,29.99999998624243,188.5196046858483,503627.9245356347,0.0
EOH0953,mHP,7.0,3.968,0.0,1.0,1.0,0.0057569149195167,46055693.84411965,1.9605334878157616,173.70414779101012,265138.71101990587,3.968
EOH0957,mHP,8.5,6.657,4.824,1.0,1.0,0.0026927467554408,74343604.92922807,1.0017738904875511e-06,371.3680085137828,200188.50096095155,1.8330000000000002
EOH0958,mHP,7.0,4.418,0.0,1.0,1.0,0.0045852622903475,27083003.366254307,13.669572486746896,218.09003208063234,124182.67404464028,4.418
EOH0975,mHP,7.0,3.929,0.0,1.0,1.0,0.0059027845125015,23521544.19433994,1.0008855824510482e-06,169.4115714172017,138842.60678046936,3.929
EOH0979,mHP,7.0,3.535,0.0,1.0,1.0,0.0057703035536677,76812356.54116093,15.52465491183836,173.3011081131743,443230.61391505133,3.535
EOH0988,mHP,7.0,3.026,0.0,1.0,1.0,0.0109441956078382,18016842.14032427,3.060628477373301,91.37263585491866,197179.84461925106,3.026
EOH0991,mHP,7.0,4.391,0.0,1.0,1.0,0.0047351736276096,29927971.18909051,2.90581128559598,211.1854978599418,141714.1399024413,4.391
EOH0999,mHP,7.0,3.415,0.0,1.0,1.0,0.0079873712955314,41482013.74958771,2.256792692817922,125.19763549235006,331332.2459042957,3.415
EOH1000,mHP,7.0,3.42,0.0,1.0,1.0,0.0079328660674775,19563210.592590854,3.2603100039894573,126.05784485631446,155192.32948088038,3.42
EOH1003,mHP,7.0,4.75,0.0,1.0,1.0,0.0039329139090755,176784494.4343851,23.81413093499396,254.26440118417628,695278.1970698735,4.75
EOH1018,mHP,7.0,4.063,0.0,1.0,1.0,0.0054193832248192,24548851.021194696,7.918345113949314,184.52284300919902,133039.63141284825,4.063
EOH1019,mHP,7.0,3.72,0.0,1.0,1.0,0.006619488328533,39651079.18845556,1.0080660976442527e-06,151.06907820798565,262469.8559017193,3.72
EOH1041,mHP,7.0,3.841,0.0,1.0,1.0,0.0060695370724749,25305111.49125204,7.233564752000948,164.75721097988819,153590.31231926486,3.841
EOH1042,mHP,7.0,5.61,0.0,1.0,1.0,0.0030862495472677,138135644.46395507,16.638403963742572,324.0178685114151,426321.0701884133,5.61
